"BOX","AER","Lwratio","box_num","box_ver","rich_num","temp","vel","inlet_angle","window","old_new","inlet_angle_sine","richardson_num"
"AERStall ",73.11,"3","10","2","URI",30,2.8,"0","OpenDown","old",0,0.078
"AERStall ",67.51,"3","10","2","URI",30,2.8,"45","OpenDown","old",0.850903524534118,0.078
"AERStall ",36.45,"3","10","2","URI",30,2.8,"90","OpenDown","old",0.893996663600558,0.078
"AERStall ",41.69,"3","10","2","ZRI",10,0.85,"0","OpenDown","old",0,3
"AERStall ",34.78,"3","10","2","ZRI",10,0.85,"45","OpenDown","old",0.850903524534118,3
"AERStall ",29.06,"3","10","2","ZRI",10,0.85,"90","OpenDown","old",0.893996663600558,3
"AERStall ",41.8,"3","10","2","ZRI",15,0.97,"0","OpenDown","old",0,1.9
"AERStall ",35.72,"3","10","2","ZRI",15,0.97,"45","OpenDown","old",0.850903524534118,1.9
"AERStall ",27.19,"3","10","2","ZRI",15,0.97,"90","OpenDown","old",0.893996663600558,1.9
"AERStall ",34.54,"3","40","4","ORI",-2,0.25,"0","OpenDown","new",0,51.75
"AERStall ",34.72,"3","40","4","ORI",-2,0.25,"45","OpenDown","new",0.850903524534118,51.75
"AERStall ",27.23,"3","40","4","ORI",-2,0.25,"90","OpenDown","new",0.893996663600558,51.75
"AERStall ",81.46,"3","40","4","URI",32,3.2,"0","OpenDown","new",0,0.0448
"AERStall ",74.99,"3","40","4","URI",32,3.2,"45","OpenDown","new",0.850903524534118,0.0448
"AERStall ",37.34,"3","40","4","URI",32,3.2,"90","OpenDown","new",0.893996663600558,0.0448
"AERStall ",47.82,"3","40","4","ZRI",18,1.4,"0","OpenDown","new",0,0.8
"AERStall ",41.48,"3","40","4","ZRI",18,1.4,"45","OpenDown","new",0.850903524534118,0.8
"AERStall ",32.26,"3","40","4","ZRI",18,1.4,"90","OpenDown","new",0.893996663600558,0.8
"AERStall ",34.54,"3","10","2","ORI",-2,0.25,"0","OpenDown","new",0,51.75
"AERStall ",34.72,"3","10","2","ORI",-2,0.25,"45","OpenDown","new",0.850903524534118,51.75
"AERStall ",27.23,"3","10","2","ORI",-2,0.25,"90","OpenDown","new",0.893996663600558,51.75
"AERStall ",81.46,"3","10","2","URI",32,3.2,"0","OpenDown","new",0,0.0448
"AERStall ",74.99,"3","10","2","URI",32,3.2,"45","OpenDown","new",0.850903524534118,0.0448
"AERStall ",37.34,"3","10","2","URI",32,3.2,"90","OpenDown","new",0.893996663600558,0.0448
"AERStall ",47.82,"3","10","2","ZRI",18,1.4,"0","OpenDown","new",0,0.8
"AERStall ",41.48,"3","10","2","ZRI",18,1.4,"45","OpenDown","new",0.850903524534118,0.8
"AERStall ",32.26,"3","10","2","ZRI",18,1.4,"90","OpenDown","new",0.893996663600558,0.8
"AERStall ",34.52,"3","40","4","ORI",0,0.33,"0","OpenUp","old",0,28
"AERStall ",28.63,"3","40","4","ORI",0,0.33,"45","OpenUp","old",0.850903524534118,28
"AERStall ",25.08,"3","40","4","ORI",0,0.33,"90","OpenUp","old",0.893996663600558,28
"AERStall ",28.11,"3","40","4","ORI",7,0.45,"0","OpenUp","old",0,12
"AERStall ",25.46,"3","40","4","ORI",7,0.45,"45","OpenUp","old",0.850903524534118,12
"AERStall ",21.84,"3","40","4","ORI",7,0.45,"90","OpenUp","old",0.893996663600558,12
"AERStall ",70.83,"3","40","4","URI",22,2.5,"0","OpenUp","old",0,0.198
"AERStall ",53.96,"3","40","4","URI",22,2.5,"45","OpenUp","old",0.850903524534118,0.198
"AERStall ",27.2,"3","40","4","URI",22,2.5,"90","OpenUp","old",0.893996663600558,0.198
"AERStall ",79.52,"3","40","4","URI",30,2.8,"0","OpenUp","old",0,0.078
"AERStall ",58.93,"3","40","4","URI",30,2.8,"45","OpenUp","old",0.850903524534118,0.078
"AERStall ",23.6,"3","40","4","URI",30,2.8,"90","OpenUp","old",0.893996663600558,0.078
"AERStall ",34.67,"3","40","4","ZRI",10,0.85,"0","OpenUp","old",0,3
"AERStall ",27.59,"3","40","4","ZRI",10,0.85,"45","OpenUp","old",0.850903524534118,3
"AERStall ",22.03,"3","40","4","ZRI",10,0.85,"90","OpenUp","old",0.893996663600558,3
"AERStall ",34.42,"3","40","4","ZRI",15,0.97,"0","OpenUp","old",0,1.9
"AERStall ",27.47,"3","40","4","ZRI",15,0.97,"45","OpenUp","old",0.850903524534118,1.9
"AERStall ",21.35,"3","40","4","ZRI",15,0.97,"90","OpenUp","old",0.893996663600558,1.9
"AERStall ",34.52,"3","10","2","ORI",0,0.33,"0","OpenUp","old",0,28
"AERStall ",28.63,"3","10","2","ORI",0,0.33,"45","OpenUp","old",0.850903524534118,28
"AERStall ",25.08,"3","10","2","ORI",0,0.33,"90","OpenUp","old",0.893996663600558,28
"AERStall ",28.11,"3","10","2","ORI",7,0.45,"0","OpenUp","old",0,12
"AERStall ",25.46,"3","10","2","ORI",7,0.45,"45","OpenUp","old",0.850903524534118,12
"AERStall ",21.84,"3","10","2","ORI",7,0.45,"90","OpenUp","old",0.893996663600558,12
"AERStall ",70.83,"3","10","2","URI",22,2.5,"0","OpenUp","old",0,0.198
"AERStall ",53.96,"3","10","2","URI",22,2.5,"45","OpenUp","old",0.850903524534118,0.198
"AERStall ",27.2,"3","10","2","URI",22,2.5,"90","OpenUp","old",0.893996663600558,0.198
"AERStall ",79.52,"3","10","2","URI",30,2.8,"0","OpenUp","old",0,0.078
"AERStall ",58.93,"3","10","2","URI",30,2.8,"45","OpenUp","old",0.850903524534118,0.078
"AERStall ",23.6,"3","10","2","URI",30,2.8,"90","OpenUp","old",0.893996663600558,0.078
"AERStall ",34.67,"3","10","2","ZRI",10,0.85,"0","OpenUp","old",0,3
"AERStall ",27.59,"3","10","2","ZRI",10,0.85,"45","OpenUp","old",0.850903524534118,3
"AERStall ",22.03,"3","10","2","ZRI",10,0.85,"90","OpenUp","old",0.893996663600558,3
"AERStall ",34.42,"3","10","2","ZRI",15,0.97,"0","OpenUp","old",0,1.9
"AERStall ",27.47,"3","10","2","ZRI",15,0.97,"45","OpenUp","old",0.850903524534118,1.9
"AERStall ",21.35,"3","10","2","ZRI",15,0.97,"90","OpenUp","old",0.893996663600558,1.9
"AERStall ",28.91,"3","40","4","ORI",-2,0.25,"0","OpenUp","new",0,51.75
"AERStall ",27.39,"3","40","4","ORI",-2,0.25,"45","OpenUp","new",0.850903524534118,51.75
"AERStall ",25.51,"3","40","4","ORI",-2,0.25,"90","OpenUp","new",0.893996663600558,51.75
"AERStall ",90.42,"3","40","4","URI",32,3.2,"0","OpenUp","new",0,0.0448
"AERStall ",66.84,"3","40","4","URI",32,3.2,"45","OpenUp","new",0.850903524534118,0.0448
"AERStall ",24.15,"3","40","4","URI",32,3.2,"90","OpenUp","new",0.893996663600558,0.0448
"AERStall ",41.98,"3","40","4","ZRI",18,1.4,"0","OpenUp","new",0,0.8
"AERStall ",34.79,"3","40","4","ZRI",18,1.4,"45","OpenUp","new",0.850903524534118,0.8
"AERStall ",23.09,"3","40","4","ZRI",18,1.4,"90","OpenUp","new",0.893996663600558,0.8
"AERStall ",28.91,"3","10","2","ORI",-2,0.25,"0","OpenUp","new",0,51.75
"AERStall ",27.39,"3","10","2","ORI",-2,0.25,"45","OpenUp","new",0.850903524534118,51.75
"AERStall ",25.51,"3","10","2","ORI",-2,0.25,"90","OpenUp","new",0.893996663600558,51.75
"AERStall ",90.42,"3","10","2","URI",32,3.2,"0","OpenUp","new",0,0.0448
"AERStall ",66.84,"3","10","2","URI",32,3.2,"45","OpenUp","new",0.850903524534118,0.0448
"AERStall ",24.15,"3","10","2","URI",32,3.2,"90","OpenUp","new",0.893996663600558,0.0448
"AERStall ",41.98,"3","10","2","ZRI",18,1.4,"0","OpenUp","new",0,0.8
"AERStall ",34.79,"3","10","2","ZRI",18,1.4,"45","OpenUp","new",0.850903524534118,0.8
"AERStall ",23.09,"3","10","2","ZRI",18,1.4,"90","OpenUp","new",0.893996663600558,0.8
"AERStall ",65.94,"4","40","4","ORI",0,0.33,"0","Open","old",0,28
"AERStall ",57.66,"4","40","4","ORI",0,0.33,"45","Open","old",0.850903524534118,28
"AERStall ",47.15,"4","40","4","ORI",0,0.33,"90","Open","old",0.893996663600558,28
"AERStall ",63.29,"4","40","4","ORI",7,0.45,"0","Open","old",0,12
"AERStall ",53.27,"4","40","4","ORI",7,0.45,"45","Open","old",0.850903524534118,12
"AERStall ",46.32,"4","40","4","ORI",7,0.45,"90","Open","old",0.893996663600558,12
"AERStall ",162.3,"4","40","4","URI",22,2.5,"0","Open","old",0,0.198
"AERStall ",128.1,"4","40","4","URI",22,2.5,"45","Open","old",0.850903524534118,0.198
"AERStall ",55.64,"4","40","4","URI",22,2.5,"90","Open","old",0.893996663600558,0.198
"AERStall ",176.2,"4","40","4","URI",30,2.8,"0","Open","old",0,0.078
"AERStall ",139.7,"4","40","4","URI",30,2.8,"45","Open","old",0.850903524534118,0.078
"AERStall ",49.98,"4","40","4","URI",30,2.8,"90","Open","old",0.893996663600558,0.078
"AERStall ",78.98,"4","40","4","ZRI",10,0.85,"0","Open","old",0,3
"AERStall ",60.24,"4","40","4","ZRI",10,0.85,"45","Open","old",0.850903524534118,3
"AERStall ",46.13,"4","40","4","ZRI",10,0.85,"90","Open","old",0.893996663600558,3
"AERStall ",78.64,"4","40","4","ZRI",15,0.97,"0","Open","old",0,1.9
"AERStall ",58.75,"4","40","4","ZRI",15,0.97,"45","Open","old",0.850903524534118,1.9
"AERStall ",44.25,"4","40","4","ZRI",15,0.97,"90","Open","old",0.893996663600558,1.9
"AERStall ",65.94,"4","10","2","ORI",0,0.33,"0","Open","old",0,28
"AERStall ",57.66,"4","10","2","ORI",0,0.33,"45","Open","old",0.850903524534118,28
"AERStall ",47.15,"4","10","2","ORI",0,0.33,"90","Open","old",0.893996663600558,28
"AERStall ",63.29,"4","10","2","ORI",7,0.45,"0","Open","old",0,12
"AERStall ",53.27,"4","10","2","ORI",7,0.45,"45","Open","old",0.850903524534118,12
"AERStall ",46.32,"4","10","2","ORI",7,0.45,"90","Open","old",0.893996663600558,12
"AERStall ",162.3,"4","10","2","URI",22,2.5,"0","Open","old",0,0.198
"AERStall ",128.1,"4","10","2","URI",22,2.5,"45","Open","old",0.850903524534118,0.198
"AERStall ",55.64,"4","10","2","URI",22,2.5,"90","Open","old",0.893996663600558,0.198
"AERStall ",176.2,"4","10","2","URI",30,2.8,"0","Open","old",0,0.078
"AERStall ",139.7,"4","10","2","URI",30,2.8,"45","Open","old",0.850903524534118,0.078
"AERStall ",49.98,"4","10","2","URI",30,2.8,"90","Open","old",0.893996663600558,0.078
"AERStall ",78.98,"4","10","2","ZRI",10,0.85,"0","Open","old",0,3
"AERStall ",60.24,"4","10","2","ZRI",10,0.85,"45","Open","old",0.850903524534118,3
"AERStall ",46.13,"4","10","2","ZRI",10,0.85,"90","Open","old",0.893996663600558,3
"AERStall ",78.64,"4","10","2","ZRI",15,0.97,"0","Open","old",0,1.9
"AERStall ",58.75,"4","10","2","ZRI",15,0.97,"45","Open","old",0.850903524534118,1.9
"AERStall ",44.25,"4","10","2","ZRI",15,0.97,"90","Open","old",0.893996663600558,1.9
"AERStall ",46.29,"4","40","4","ORI",-2,0.25,"0","Open","new",0,51.75
"AERStall ",57.39,"4","40","4","ORI",-2,0.25,"45","Open","new",0.850903524534118,51.75
"AERStall ",49.15,"4","40","4","ORI",-2,0.25,"90","Open","new",0.893996663600558,51.75
"AERStall ",197.9,"4","40","4","URI",32,3.2,"0","Open","new",0,0.0448
"AERStall ",158.5,"4","40","4","URI",32,3.2,"45","Open","new",0.850903524534118,0.0448
"AERStall ",50.7,"4","40","4","URI",32,3.2,"90","Open","new",0.893996663600558,0.0448
"AERStall ",99.3,"4","40","4","ZRI",18,1.4,"0","Open","new",0,0.8
"AERStall ",79.27,"4","40","4","ZRI",18,1.4,"45","Open","new",0.850903524534118,0.8
"AERStall ",48.79,"4","40","4","ZRI",18,1.4,"90","Open","new",0.893996663600558,0.8
"AERStall ",46.29,"4","10","2","ORI",-2,0.25,"0","Open","new",0,51.75
"AERStall ",57.39,"4","10","2","ORI",-2,0.25,"45","Open","new",0.850903524534118,51.75
"AERStall ",49.15,"4","10","2","ORI",-2,0.25,"90","Open","new",0.893996663600558,51.75
"AERStall ",197.9,"4","10","2","URI",32,3.2,"0","Open","new",0,0.0448
"AERStall ",158.5,"4","10","2","URI",32,3.2,"45","Open","new",0.850903524534118,0.0448
"AERStall ",50.7,"4","10","2","URI",32,3.2,"90","Open","new",0.893996663600558,0.0448
"AERStall ",99.3,"4","10","2","ZRI",18,1.4,"0","Open","new",0,0.8
"AERStall ",79.27,"4","10","2","ZRI",18,1.4,"45","Open","new",0.850903524534118,0.8
"AERStall ",48.79,"4","10","2","ZRI",18,1.4,"90","Open","new",0.893996663600558,0.8
"AERStall ",40,"4","40","4","ORI",0,0.33,"0","OpenDown","old",0,28
"AERStall ",35.79,"4","40","4","ORI",0,0.33,"45","OpenDown","old",0.850903524534118,28
"AERStall ",25.42,"4","40","4","ORI",0,0.33,"90","OpenDown","old",0.893996663600558,28
"AERStall ",39.25,"4","40","4","ORI",7,0.45,"0","OpenDown","old",0,12
"AERStall ",29.97,"4","40","4","ORI",7,0.45,"45","OpenDown","old",0.850903524534118,12
"AERStall ",23.25,"4","40","4","ORI",7,0.45,"90","OpenDown","old",0.893996663600558,12
"AERStall ",71.21,"4","40","4","URI",22,2.5,"0","OpenDown","old",0,0.198
"AERStall ",64.39,"4","40","4","URI",22,2.5,"45","OpenDown","old",0.850903524534118,0.198
"AERStall ",32.37,"4","40","4","URI",22,2.5,"90","OpenDown","old",0.893996663600558,0.198
"AERStall ",72.77,"4","40","4","URI",30,2.8,"0","OpenDown","old",0,0.078
"AERStall ",65.49,"4","40","4","URI",30,2.8,"45","OpenDown","old",0.850903524534118,0.078
"AERStall ",28.97,"4","40","4","URI",30,2.8,"90","OpenDown","old",0.893996663600558,0.078
"AERStall ",44.48,"4","40","4","ZRI",10,0.85,"0","OpenDown","old",0,3
"AERStall ",32.95,"4","40","4","ZRI",10,0.85,"45","OpenDown","old",0.850903524534118,3
"AERStall ",24.41,"4","40","4","ZRI",10,0.85,"90","OpenDown","old",0.893996663600558,3
"AERStall ",44.02,"4","40","4","ZRI",15,0.97,"0","OpenDown","old",0,1.9
"AERStall ",32.8,"4","40","4","ZRI",15,0.97,"45","OpenDown","old",0.850903524534118,1.9
"AERStall ",22.34,"4","40","4","ZRI",15,0.97,"90","OpenDown","old",0.893996663600558,1.9
"AERStall ",40,"4","10","2","ORI",0,0.33,"0","OpenDown","old",0,28
"AERStall ",35.79,"4","10","2","ORI",0,0.33,"45","OpenDown","old",0.850903524534118,28
"AERStall ",25.42,"4","10","2","ORI",0,0.33,"90","OpenDown","old",0.893996663600558,28
"AERStall ",39.25,"4","10","2","ORI",7,0.45,"0","OpenDown","old",0,12
"AERStall ",29.97,"4","10","2","ORI",7,0.45,"45","OpenDown","old",0.850903524534118,12
"AERStall ",23.25,"4","10","2","ORI",7,0.45,"90","OpenDown","old",0.893996663600558,12
"AERStall ",71.21,"4","10","2","URI",22,2.5,"0","OpenDown","old",0,0.198
"AERStall ",64.39,"4","10","2","URI",22,2.5,"45","OpenDown","old",0.850903524534118,0.198
"AERStall ",32.37,"4","10","2","URI",22,2.5,"90","OpenDown","old",0.893996663600558,0.198
"AERStall ",72.77,"4","10","2","URI",30,2.8,"0","OpenDown","old",0,0.078
"AERStall ",65.49,"4","10","2","URI",30,2.8,"45","OpenDown","old",0.850903524534118,0.078
"AERStall ",28.97,"4","10","2","URI",30,2.8,"90","OpenDown","old",0.893996663600558,0.078
"AERStall ",44.48,"4","10","2","ZRI",10,0.85,"0","OpenDown","old",0,3
"AERStall ",32.95,"4","10","2","ZRI",10,0.85,"45","OpenDown","old",0.850903524534118,3
"AERStall ",24.41,"4","10","2","ZRI",10,0.85,"90","OpenDown","old",0.893996663600558,3
"AERStall ",44.02,"4","10","2","ZRI",15,0.97,"0","OpenDown","old",0,1.9
"AERStall ",32.8,"4","10","2","ZRI",15,0.97,"45","OpenDown","old",0.850903524534118,1.9
"AERStall ",22.34,"4","10","2","ZRI",15,0.97,"90","OpenDown","old",0.893996663600558,1.9
"AERStall ",30.41,"4","40","4","ORI",-2,0.25,"0","OpenDown","new",0,51.75
"AERStall ",30.32,"4","40","4","ORI",-2,0.25,"45","OpenDown","new",0.850903524534118,51.75
"AERStall ",25.49,"4","40","4","ORI",-2,0.25,"90","OpenDown","new",0.893996663600558,51.75
"AERStall ",81.67,"4","40","4","URI",32,3.2,"0","OpenDown","new",0,0.0448
"AERStall ",72.14,"4","40","4","URI",32,3.2,"45","OpenDown","new",0.850903524534118,0.0448
"AERStall ",27.74,"4","40","4","URI",32,3.2,"90","OpenDown","new",0.893996663600558,0.0448
"AERStall ",48.22,"4","40","4","ZRI",18,1.4,"0","OpenDown","new",0,0.8
"AERStall ",44.18,"4","40","4","ZRI",18,1.4,"45","OpenDown","new",0.850903524534118,0.8
"AERStall ",25.89,"4","40","4","ZRI",18,1.4,"90","OpenDown","new",0.893996663600558,0.8
"AERStall ",30.41,"4","10","2","ORI",-2,0.25,"0","OpenDown","new",0,51.75
"AERStall ",30.32,"4","10","2","ORI",-2,0.25,"45","OpenDown","new",0.850903524534118,51.75
"AERStall ",25.49,"4","10","2","ORI",-2,0.25,"90","OpenDown","new",0.893996663600558,51.75
"AERStall ",81.67,"4","10","2","URI",32,3.2,"0","OpenDown","new",0,0.0448
"AERStall ",72.14,"4","10","2","URI",32,3.2,"45","OpenDown","new",0.850903524534118,0.0448
"AERStall ",27.74,"4","10","2","URI",32,3.2,"90","OpenDown","new",0.893996663600558,0.0448
"AERStall ",48.22,"4","10","2","ZRI",18,1.4,"0","OpenDown","new",0,0.8
"AERStall ",44.18,"4","10","2","ZRI",18,1.4,"45","OpenDown","new",0.850903524534118,0.8
"AERStall ",25.89,"4","10","2","ZRI",18,1.4,"90","OpenDown","new",0.893996663600558,0.8
"AERStall ",30.87,"4","40","4","ORI",0,0.33,"0","OpenUp","old",0,28
"AERStall ",28.89,"4","40","4","ORI",0,0.33,"45","OpenUp","old",0.850903524534118,28
"AERStall ",22.65,"4","40","4","ORI",0,0.33,"90","OpenUp","old",0.893996663600558,28
"AERStall ",28.33,"4","40","4","ORI",7,0.45,"0","OpenUp","old",0,12
"AERStall ",24.16,"4","40","4","ORI",7,0.45,"45","OpenUp","old",0.850903524534118,12
"AERStall ",20.77,"4","40","4","ORI",7,0.45,"90","OpenUp","old",0.893996663600558,12
"AERStall ",69.89,"4","40","4","URI",22,2.5,"0","OpenUp","old",0,0.198
"AERStall ",50.1,"4","40","4","URI",22,2.5,"45","OpenUp","old",0.850903524534118,0.198
"AERStall ",23.5,"4","40","4","URI",22,2.5,"90","OpenUp","old",0.893996663600558,0.198
"AERStall ",79.62,"4","40","4","URI",30,2.8,"0","OpenUp","old",0,0.078
"AERStall ",55.73,"4","40","4","URI",30,2.8,"45","OpenUp","old",0.850903524534118,0.078
"AERStall ",19.92,"4","40","4","URI",30,2.8,"90","OpenUp","old",0.893996663600558,0.078
"AERStall ",32.36,"4","40","4","ZRI",10,0.85,"0","OpenUp","old",0,3
"AERStall ",25.01,"4","40","4","ZRI",10,0.85,"45","OpenUp","old",0.850903524534118,3
"AERStall ",20.85,"4","40","4","ZRI",10,0.85,"90","OpenUp","old",0.893996663600558,3
"AERStall ",34.12,"4","40","4","ZRI",15,0.97,"0","OpenUp","old",0,1.9
"AERStall ",24.94,"4","40","4","ZRI",15,0.97,"45","OpenUp","old",0.850903524534118,1.9
"AERStall ",18.93,"4","40","4","ZRI",15,0.97,"90","OpenUp","old",0.893996663600558,1.9
"AERStall ",30.87,"4","10","2","ORI",0,0.33,"0","OpenUp","old",0,28
"AERStall ",28.89,"4","10","2","ORI",0,0.33,"45","OpenUp","old",0.850903524534118,28
"AERStall ",22.65,"4","10","2","ORI",0,0.33,"90","OpenUp","old",0.893996663600558,28
"AERStall ",28.33,"4","10","2","ORI",7,0.45,"0","OpenUp","old",0,12
"AERStall ",24.16,"4","10","2","ORI",7,0.45,"45","OpenUp","old",0.850903524534118,12
"AERStall ",20.77,"4","10","2","ORI",7,0.45,"90","OpenUp","old",0.893996663600558,12
"AERStall ",69.89,"4","10","2","URI",22,2.5,"0","OpenUp","old",0,0.198
"AERStall ",50.1,"4","10","2","URI",22,2.5,"45","OpenUp","old",0.850903524534118,0.198
"AERStall ",23.5,"4","10","2","URI",22,2.5,"90","OpenUp","old",0.893996663600558,0.198
"AERStall ",79.62,"4","10","2","URI",30,2.8,"0","OpenUp","old",0,0.078
"AERStall ",55.73,"4","10","2","URI",30,2.8,"45","OpenUp","old",0.850903524534118,0.078
"AERStall ",19.92,"4","10","2","URI",30,2.8,"90","OpenUp","old",0.893996663600558,0.078
"AERStall ",32.36,"4","10","2","ZRI",10,0.85,"0","OpenUp","old",0,3
"AERStall ",25.01,"4","10","2","ZRI",10,0.85,"45","OpenUp","old",0.850903524534118,3
"AERStall ",20.85,"4","10","2","ZRI",10,0.85,"90","OpenUp","old",0.893996663600558,3
"AERStall ",34.12,"4","10","2","ZRI",15,0.97,"0","OpenUp","old",0,1.9
"AERStall ",24.94,"4","10","2","ZRI",15,0.97,"45","OpenUp","old",0.850903524534118,1.9
"AERStall ",18.93,"4","10","2","ZRI",15,0.97,"90","OpenUp","old",0.893996663600558,1.9
"AERStall ",29.99,"4","40","4","ORI",-2,0.25,"0","OpenUp","new",0,51.75
"AERStall ",27.79,"4","40","4","ORI",-2,0.25,"45","OpenUp","new",0.850903524534118,51.75
"AERStall ",22.73,"4","40","4","ORI",-2,0.25,"90","OpenUp","new",0.893996663600558,51.75
"AERStall ",91.64,"4","40","4","URI",32,3.2,"0","OpenUp","new",0,0.0448
"AERStall ",63.93,"4","40","4","URI",32,3.2,"45","OpenUp","new",0.850903524534118,0.0448
"AERStall ",20.43,"4","40","4","URI",32,3.2,"90","OpenUp","new",0.893996663600558,0.0448
"AERStall ",42.04,"4","40","4","ZRI",18,1.4,"0","OpenUp","new",0,0.8
"AERStall ",31.3,"4","40","4","ZRI",18,1.4,"45","OpenUp","new",0.850903524534118,0.8
"AERStall ",20.65,"4","40","4","ZRI",18,1.4,"90","OpenUp","new",0.893996663600558,0.8
"AERStall ",29.99,"4","10","2","ORI",-2,0.25,"0","OpenUp","new",0,51.75
"AERStall ",27.79,"4","10","2","ORI",-2,0.25,"45","OpenUp","new",0.850903524534118,51.75
"AERStall ",22.73,"4","10","2","ORI",-2,0.25,"90","OpenUp","new",0.893996663600558,51.75
"AERStall ",91.64,"4","10","2","URI",32,3.2,"0","OpenUp","new",0,0.0448
"AERStall ",63.93,"4","10","2","URI",32,3.2,"45","OpenUp","new",0.850903524534118,0.0448
"AERStall ",20.43,"4","10","2","URI",32,3.2,"90","OpenUp","new",0.893996663600558,0.0448
"AERStall ",42.04,"4","10","2","ZRI",18,1.4,"0","OpenUp","new",0,0.8
"AERStall ",31.3,"4","10","2","ZRI",18,1.4,"45","OpenUp","new",0.850903524534118,0.8
"AERStall ",20.65,"4","10","2","ZRI",18,1.4,"90","OpenUp","new",0.893996663600558,0.8
